x,y,index
0.9655172413793104,0.0,0
0.9310344827586207,0.0049261083743842365,1
0.896551724137931,0.009852216748768473,2
0.8620689655172413,0.014778325123152709,3
0.8275862068965517,0.019704433497536946,4
0.7931034482758621,0.024630541871921183,5
0.7586206896551724,0.029556650246305417,6
0.7241379310344828,0.034482758620689655,7
0.6896551724137931,0.03940886699507389,8
0.6551724137931034,0.04433497536945813,9
0.6206896551724138,0.04926108374384237,10
0.5862068965517242,0.0541871921182266,11
0.5517241379310345,0.059113300492610835,12
0.5172413793103448,0.06403940886699507,13
0.48275862068965514,0.06896551724137931,14
0.4482758620689655,0.07389162561576355,15
0.4137931034482759,0.07881773399014778,16
0.3793103448275862,0.08374384236453201,17
0.3448275862068966,0.08866995073891626,18
0.31034482758620685,0.09359605911330049,19
0.27586206896551724,0.09852216748768473,20
0.24137931034482762,0.10344827586206896,21
0.2068965517241379,0.1083743842364532,22
0.1724137931034483,0.11330049261083744,23
0.13793103448275867,0.11822660098522167,24
0.10344827586206895,0.1231527093596059,25
0.06896551724137934,0.12807881773399013,26
0.03448275862068961,0.13300492610837436,27
0.0,0.13793103448275862,28
0.0,0.14285714285714285,29
0.034482758620689655,0.14778325123152708,30
0.06896551724137931,0.1527093596059113,31
0.10344827586206896,0.15763546798029557,32
0.13793103448275862,0.1625615763546798,33
0.1724137931034483,0.16748768472906403,34
0.20689655172413793,0.17241379310344826,35
0.2413793103448276,0.17733990147783252,36
0.27586206896551724,0.18226600985221675,37
0.3103448275862069,0.18719211822660098,38
0.3448275862068966,0.1921182266009852,39
0.3793103448275862,0.19704433497536944,40
0.41379310344827586,0.20197044334975367,41
0.4482758620689655,0.2068965517241379,42
0.4827586206896552,0.21182266009852216,43
0.5172413793103449,0.21674876847290642,44
0.5517241379310345,0.22167487684729065,45
0.5862068965517241,0.22660098522167488,46
0.6206896551724138,0.2315270935960591,47
0.6551724137931034,0.23645320197044334,48
0.6896551724137931,0.24137931034482757,49
0.7241379310344828,0.2463054187192118,50
0.7586206896551724,0.25123152709359603,51
0.7931034482758621,0.2561576354679803,52
0.8275862068965517,0.26108374384236455,53
0.8620689655172413,0.2660098522167488,54
0.896551724137931,0.270935960591133,55
0.9310344827586207,0.27586206896551724,56
0.9655172413793104,0.28078817733990147,57
0.96875,0.2857142857142857,58
0.9375,0.2901785714285714,59
0.90625,0.29464285714285715,60
0.875,0.29910714285714285,61
0.84375,0.30357142857142855,62
0.8125,0.30803571428571425,63
0.78125,0.3125,64
0.75,0.3169642857142857,65
0.71875,0.3214285714285714,66
0.6875,0.3258928571428571,67
0.65625,0.33035714285714285,68
0.625,0.33482142857142855,69
0.59375,0.33928571428571425,70
0.5625,0.34375,71
0.53125,0.3482142857142857,72
0.5,0.3526785714285714,73
0.46875,0.3571428571428571,74
0.4375,0.36160714285714285,75
0.40625,0.36607142857142855,76
0.375,0.37053571428571425,77
0.34375,0.375,78
0.3125,0.3794642857142857,79
0.28125,0.3839285714285714,80
0.25,0.3883928571428571,81
0.21875,0.39285714285714285,82
0.1875,0.39732142857142855,83
0.15625,0.40178571428571425,84
0.125,0.40625,85
0.09375,0.4107142857142857,86
0.0625,0.4151785714285714,87
0.03125,0.4196428571428571,88
0.0,0.4241071428571428,89
0.0,0.42857142857142855,90
0.034482758620689655,0.4334975369458128,91
0.06896551724137931,0.438423645320197,92
0.10344827586206896,0.44334975369458124,93
0.13793103448275862,0.44827586206896547,94
0.1724137931034483,0.45320197044334976,95
0.20689655172413793,0.458128078817734,96
0.2413793103448276,0.4630541871921182,97
0.27586206896551724,0.46798029556650245,98
0.3103448275862069,0.4729064039408867,99
0.3448275862068966,0.4778325123152709,100
0.3793103448275862,0.48275862068965514,101
0.41379310344827586,0.48768472906403937,102
0.4482758620689655,0.4926108374384236,103
0.4827586206896552,0.49753694581280783,104
0.5172413793103449,0.5024630541871921,105
0.5517241379310345,0.5073891625615763,106
0.5862068965517241,0.5123152709359605,107
0.6206896551724138,0.5172413793103448,108
0.6551724137931034,0.5221674876847291,109
0.6896551724137931,0.5270935960591133,110
0.7241379310344828,0.5320197044334976,111
0.7586206896551724,0.5369458128078818,112
0.7931034482758621,0.541871921182266,113
0.8275862068965517,0.5467980295566502,114
0.8620689655172413,0.5517241379310345,115
0.896551724137931,0.5566502463054187,116
0.9310344827586207,0.5615763546798029,117
0.9655172413793104,0.5665024630541872,118
0.96875,0.5714285714285714,119
0.9375,0.5758928571428571,120
0.90625,0.5803571428571428,121
0.875,0.5848214285714285,122
0.84375,0.5892857142857143,123
0.8125,0.59375,124
0.78125,0.5982142857142857,125
0.75,0.6026785714285714,126
0.71875,0.6071428571428571,127
0.6875,0.6116071428571428,128
0.65625,0.6160714285714285,129
0.625,0.6205357142857143,130
0.59375,0.625,131
0.5625,0.6294642857142857,132
0.53125,0.6339285714285714,133
0.5,0.6383928571428571,134
0.46875,0.6428571428571428,135
0.4375,0.6473214285714285,136
0.40625,0.6517857142857142,137
0.375,0.65625,138
0.34375,0.6607142857142857,139
0.3125,0.6651785714285714,140
0.28125,0.6696428571428571,141
0.25,0.6741071428571428,142
0.21875,0.6785714285714285,143
0.1875,0.6830357142857142,144
0.15625,0.6875,145
0.125,0.6919642857142857,146
0.09375,0.6964285714285714,147
0.0625,0.7008928571428571,148
0.03125,0.7053571428571428,149
0.0,0.7098214285714285,150
0.0,0.7142857142857142,151
0.03571428571428571,0.7193877551020407,152
0.07142857142857142,0.7244897959183673,153
0.10714285714285714,0.7295918367346937,154
0.14285714285714285,0.7346938775510203,155
0.17857142857142858,0.7397959183673468,156
0.21428571428571427,0.7448979591836734,157
0.25,0.7499999999999999,158
0.2857142857142857,0.7551020408163265,159
0.32142857142857145,0.760204081632653,160
0.35714285714285715,0.7653061224489794,161
0.39285714285714285,0.770408163265306,162
0.42857142857142855,0.7755102040816325,163
0.4642857142857143,0.7806122448979591,164
0.5,0.7857142857142856,165
0.5357142857142857,0.7908163265306122,166
0.5714285714285714,0.7959183673469387,167
0.6071428571428571,0.8010204081632653,168
0.6428571428571429,0.8061224489795917,169
0.6785714285714286,0.8112244897959182,170
0.7142857142857143,0.8163265306122448,171
0.75,0.8214285714285713,172
0.7857142857142857,0.8265306122448979,173
0.8214285714285714,0.8316326530612244,174
0.8571428571428571,0.836734693877551,175
0.8928571428571429,0.8418367346938774,176
0.9285714285714286,0.846938775510204,177
0.9642857142857143,0.8520408163265305,178
0.9523809523809523,0.8571428571428571,179
0.9047619047619048,0.8639455782312925,180
0.8571428571428572,0.8707482993197279,181
0.8095238095238095,0.8775510204081632,182
0.7619047619047619,0.8843537414965986,183
0.7142857142857143,0.891156462585034,184
0.6666666666666667,0.8979591836734694,185
0.6190476190476191,0.9047619047619047,186
0.5714285714285714,0.91156462585034,187
0.5238095238095238,0.9183673469387754,188
0.47619047619047616,0.9251700680272108,189
0.4285714285714286,0.9319727891156462,190
0.38095238095238093,0.9387755102040816,191
0.33333333333333337,0.945578231292517,192
0.2857142857142857,0.9523809523809523,193
0.23809523809523814,0.9591836734693877,194
0.19047619047619047,0.9659863945578231,195
0.1428571428571429,0.9727891156462585,196
0.09523809523809523,0.9795918367346939,197
0.04761904761904767,0.9863945578231292,198
0.0,0.9931972789115646,199
